"Fiscal_Year","Contracting_Agency_ID","fundingrequestingagencyid","ContractingOfficeID","fundingrequestingofficeid","PlatformPortfolio","ProjectID","ProductOrServiceCode","ClaimantProgramCode","CompetitionClassification","ClassifyNumberOfOffers","PricingMechanism","research_code","VendorSize","ParentID","dunsnumber","CSIStransactionID","CSIScontractID","idvpiid","idvagencyid","agencyid","PIID","NumberOfActions","Action_Obligation_Then_Year","progsourceagency","progsourceaccount","progsourcesubacct","account_title","rec_flag","treasury_accounts_funding_this_award","federal_accounts_funding_this_award","usaspending_permalink","MainAccountTitle","ContractingAgencyName","Customer","SubCustomer","SubCustomer.sum","SubCustomer.platform","Competition.detail","Competition.sum","Competition.Graph","Competition.effective.only","Competition.multisum","No.Competition.sum","No.Competition.Offer","CompOffr","ProductOrServiceCodeText","SimpleArea","ProductOrServiceArea","ProductServiceOrRnDarea","CrisisProductOrServiceArea","Project.Name","IsUnknown","SubCustomer.JPO","Shiny.VendorSize","Action_Obligation_OMB23_GDP21","dFYear","descriptionofcontractrequirement","recipient_uei","recipient_parent_uei","parentdunsnumber","vendorname","standardizedvendorname","principalnaicscode"
2014,"2100","2100","W58RGZ","W58H0Z","Aircraft",70,"2840","A1C","No Competition (Only One Source Exception)","No competition","Firm Fixed Price","SR3","Large","ROLLS ROYCE","804754141",39719465,28225609,"W58RGZ09D0207","9700",9700,"0006",1,0,97,"4930","",NA,"",NA,NA,NA,"Defense Working Capital Funds, Defense","DEPT OF THE ARMY","Defense","Army","Army","Army","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","GAS TURBINES & JET ENGINES AIRCRAFT","Products","Engines & Power Plants","Engines & Power Plants","Engines & Power Plants","KIOWA WARRIOR",0,"Army","Large",0,2014-01-01,"MOD FOR CLIN REALIGNMENT","KHK8QYLFGLU1",NA,217127290,"ROLLS-ROYCE CORPORATION","ROLLS ROYCE",336412
2014,"2100","2100","W58RGZ","W58H0Z","Aircraft",70,"2840","A1C","No Competition (Only One Source Exception)","No competition","Firm Fixed Price","SR3","Large","ROLLS ROYCE","804754141",38419150,28225609,"W58RGZ09D0207","9700",9700,"0006",1,0,97,"4930","",NA,"",NA,NA,NA,"Defense Working Capital Funds, Defense","DEPT OF THE ARMY","Defense","Army","Army","Army","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","GAS TURBINES & JET ENGINES AIRCRAFT","Products","Engines & Power Plants","Engines & Power Plants","Engines & Power Plants","KIOWA WARRIOR",0,"Army","Large",0,2014-01-01,"MOD TO PROVIDE INSTRUCTIONS TO SHIP SERVICABLE ENGINE THAT WAS SENT FOR OVERHAUL BACK TO THE GOVERNEMENT.  A UNSERVICABLE REPLACEMENT WILL BE SENT.","KHK8QYLFGLU1",NA,217127290,"ROLLS-ROYCE CORPORATION","ROLLS ROYCE",336412
2011,"2100","2100","W58RGZ","W58H0Z","Aircraft",85,"2840","A1B","No Competition (Only One Source Exception)","No competition","Firm Fixed Price","SR3","Large","ROLLS ROYCE","804754141",10538310,24579971,"W58RGZ09D0207","9700",9700,"0004",1,-166591.2656,97,"4930","",NA,"",NA,NA,NA,"Defense Working Capital Funds, Defense","DEPT OF THE ARMY","Defense","Army","Army","Army","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","GAS TURBINES & JET ENGINES AIRCRAFT","Products","Engines & Power Plants","Engines & Power Plants","Engines & Power Plants","SCOUT",0,"Army","Large",-196227.493319806,2011-01-01,"ANALYZE, TEST, OVERHAUL OR REPAIR T63-A-720 TURBINE ENGINES.","KHK8QYLFGLU1",NA,217127290,"ROLLS-ROYCE CORPORATION","ROLLS ROYCE",336412
2014,"5700","5700","FA8554","F3QL05","Aircraft",24,"6130","A5","No Competition (Only One Source Exception)","No competition","Firm Fixed Price","SR3","Large","ITT","790527915",39204467,27678725,"FA855414D0003","9700",9700,"0001",1,80370,97,"4930","",NA,"",NA,NA,NA,"Defense Working Capital Funds, Defense","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","CONVERTERS, ELECTRICAL, NONROTATING","Products","Engines & Power Plants","Engines & Power Plants","Engines & Power Plants","F-16",0,"Air Force","Large",90119.8544614473,2014-01-01,"28V POWER SUPPLY FOR BRU-57 BOMB RACK ON F-16 AIRCRAFT","CN7PNYLZLNV3",NA,969316046,"EDO CORPORATION","EDO",336413
2017,"5700","5700","FA8650","F4FRQT","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"188465819",68323092,61826122,"","",9700,"FA865015C2556",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",0,2017-01-01,"IGF::OT::IGF SILICA PARTICLE INGESTION DAMAGE MODEL AND SENSORS FOR TURBOMACHINERY",NA,NA,188465819,"METROLASER, INCORPORATED","METROLASER",541712
2014,"5700","5700","FA8650","F4FBEY","Aircraft",NA,"AC11","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small","TEXAS RESEARCH","625120902",37818668,1421534,"","",9700,"FA865011C2198",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","DEFENSE AIRCRAFT (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2014-01-01,"BUILT IN DAMAGE STATE DETECTION AND LOCALIZATION CAPABILITIES FOR COMPOSITE ENGINE STRUCTURES.",NA,NA,30910822,"TEXAS RESEARCH INSTITUTE, AUSTIN, INC.","TEXAS RESEARCH INSTITUTE, AUSTIN",541712
2012,"5700","5700","FA8650","F4FBEY","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"153865951",26932158,1421533,"","",9700,"FA865011C2197",1,360785,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",416850.989072949,2012-01-01,"SBIR II: THERMOSHEAROGRAPHIC METHODOLOGY FOR STRAIN MAPPING",NA,NA,153865951,"PHYSICAL OPTICS CORPORATION","PHYSICAL OPTICS",541712
2016,"5700","5700","FA8650","F4FRQT","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"883926594",65661123,27147223,"","",9700,"FA865014C2427",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",0,2016-01-01,"IGF::OT::IGF ""BEARINGS FOR HIGH-SPEED CRUISE MISSILE ENGINE",NA,NA,883926594,"MOHAWK INNOVATIVE TECHNOLOGY, INC.","MOHAWK INNOVATIVE TECHNOLOGY",541712
2016,"5700","5700","FA8117","F3YCAE","Aircraft",NA,"AZ11","A1B","Limited Competition with multiple offers","5-9 Offers","Firm Fixed Price","SR1","Small",NA,"019652846",59164175,65602575,"","",9700,"FA811716C0003",1,0,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2016-01-01,"IGF::OT::IGF CORRECT PAYMENT OFFICIAL DODAAC IN CLAUSE DFARS 252.232-7006.",NA,NA,19652846,"AJM INTERNATIONAL ELECTRONICS CONSULTANTS","AJM INTERNATIONAL ELECTRONICS CONSULTANTS",541712
2001,"5700","5700","GR14","","Aircraft",NA,"AC16","A1B","Limited Competition with multiple offers","Two Offers","Cost Sharing","SR2","Small",NA,"798611331",30350155,1186305,"","",9700,"F3361598C2890",1,76840,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)","Services","PAMS","PAMS","PAMS",NA,NA,"Air Force","Small",115060.829474059,2001-01-01,"",NA,NA,798611331,"SCIENTIFIC MONITORING, INC","SCIENTIFIC MONITORING",541710
2017,"5700","5700","FA8100","F3YCAE","Aircraft",NA,"AD22","A1B","Competition with single offer","One Offer","Firm Fixed Price","SR1","Small","PHYSICAL OPTIC","033449757",67289907,69407519,"","",9700,"FA810017C0013",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",0,2017-01-01,"IGF::OT::IGF RESEARCH AND DEVELOPMENT FOR IN-PROCESS LASER ULTRASONIC INSPECTION OF ADDITIVE MANUFACTURE (AM) SIMULATED AEROSPACE CRITICAL PARTS","NLDHG92SMX37",NA,33449757,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS",541712
2017,"5700","5700","FA8100","F3YCAE","Aircraft",NA,"AZ11","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"796535776",70934012,61821920,"","",NA,"FA811715C0004",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2017-01-01,"IGF::OT::IGF SBIR PHASE II TOPIC AF131-192 A FIBER COUPLED MULTI-PURPOSE CORROSION CONTROL SYSTEM","V51ALYLF22G4",NA,796535776,"LASER AND PLASMA TECHNOLOGIES LLC","LASER & PLASMA TECHNOLOGIES",541712
2012,"5700","5700","FA8650","F4FBEY","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"884812025",10183778,1422082,"","",9700,"FA865012C2235",1,374958,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",433226.473275815,2012-01-01,"SBIR II FIBER COUPLED PULSED&HI-INTENSITY UV OPTICAL MEASUREMENTS FOR PROPULSION SYS",NA,NA,884812025,"INNOVATIVE SCIENTIFIC SOLUTIONS, INC","INNOVATIVE SCIENTIFIC SOLUTIONS",541712
2012,"5700","5700","FA8650","FA8650","Aircraft",NA,"AC11","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"130455335",20086011,1420926,"","",9700,"FA865010C2048",1,0,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","DEFENSE AIRCRAFT (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2012-01-01,"POP EXT  MICRO FUEL PUMPS",NA,NA,130455335,"KINETIC BEI LLC","KINETIC BEI",541712
2012,"5700","5700","FA8650","FA8650","Aircraft",NA,"AD91","A1B","Limited Competition with multiple offers","10-24 Offers","Firm Fixed Price","SR1","Small",NA,"968575576",33257505,1422400,"","",9700,"FA865012M2223",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","OTHER DEFENSE (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2012-01-01,"SBIR I VOLCANIC ASH ANALYSIS AND DETECTION",NA,NA,968575576,"MOBILE MAPPING CORPORATION","MOBILE MAPPING",541711
2013,"5700","5700","FA8650","F4FRQT","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","25-99 Offers","Cost Plus Fixed Fee","SR2","Small",NA,"782766831",36351169,1420944,"","",9700,"FA865010C2112",1,747823,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",851937.186281402,2013-01-01,"SBIR II - HIGH BANDWIDTH SENSOR SYSTEM EXTENSION","C3DAVH4VJDG3",NA,782766831,"SPECTRAL ENERGIES, LLC","SPECTRAL ENERGIES",541712
2012,"5700","5700","FA8650","F4FBEY","Aircraft",NA,"AD91","A1B","Limited Competition with multiple offers","5-9 Offers","Firm Fixed Price","SR1","Small",NA,"782766831",4150951,1422395,"","",9700,"FA865012M2218",1,149494,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","OTHER DEFENSE (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",172725.367630227,2012-01-01,"SBIR I: HIGH-BANDWIDTH LASER-BASED MEASUREMENTS&MODELING","C3DAVH4VJDG3",NA,782766831,"SPECTRAL ENERGIES, LLC","SPECTRAL ENERGIES",541711
2017,"5700","5700","FA8650","F4FBDC","Aircraft",NA,"AC12","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"062167416",69632249,61826158,"","",9700,"FA865015C5081",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",0,2017-01-01,"IGF::OT::IGF ADVANCED SUB-SCALE COMPONENTS HIGH TEMPERATURE MULTI-AXIAL TEST CAPABILITY - NO-COST TIME EXTENSION",NA,NA,62167416,"TEST DEVICES, INC.","TEST DEVICES",541712
2008,"5700","5700","FA8650","FA8650","Aircraft",NA,"AC11","A1B","Limited Competition with multiple offers","10-24 Offers","Firm Fixed Price","SR1","Small",NA,"780026220",1878848,1419996,"","",9700,"FA865008M2818",1,40000,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","DEFENSE AIRCRAFT (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",49025.140534518,2008-01-01,"SBIR I","E2DLZMNA2361",NA,780026220,"GOHYPERSONIC INCORPORATED","GOHYPERSONIC",541712
2016,"5700","5700","FA8650","F4FRQH","Aircraft",NA,"AC11","A1B","Limited Competition with multiple offers","3-4 Offers","Cost Plus Fixed Fee","SR2","Small",NA,"780026220",59950153,1421517,"","",9700,"FA865011C2179",1,144390,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","3-4 Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","DEFENSE AIRCRAFT (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",160042.407879625,2016-01-01,"FLIGHT-CAPABLE SELF-STARTING SCRAMJETS INLETS ADD WORK","E2DLZMNA2361",NA,780026220,"GOHYPERSONIC INCORPORATED","GOHYPERSONIC",541712
2016,"5700","5700","FA8650","F4FRQT","Aircraft",NA,"AC12","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR3","Small",NA,"944681501",63317685,61826131,"","",9700,"FA865015C2567",1,50000,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",55420.1841816002,2016-01-01,"IGF::OT::IGF OPTIMIZATION OF HEAVY FUEL ROTARY AND PISTON ENGINES",NA,NA,944681501,"LK INDUSTRIES INC","LK INDUSTRIES",541712
2012,"5700","5700","FA8650","FA8650","Aircraft",NA,"AC11","A1B","Limited Competition with multiple offers","25-99 Offers","Firm Fixed Price","SR1","Small","AURORA FLIGHT SCIENCES","604717165",16689594,1421848,"","",9700,"FA865011M2170",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","DEFENSE AIRCRAFT (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2012-01-01,"SMALL UAV HYBRID PROPULSION SYSTEM","K1L1BZLNPWC4",NA,604717165,"AURORA FLIGHT SCIENCES CORPORATION","AURORA FLIGHT SCIENCES",541712
2010,"5700","5700","FA8117","FD2030","Aircraft",NA,"AZ11","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"787026918",424436,1372795,"","",9700,"FA811710C0018",1,374966.3125,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",452135.334507677,2010-01-01,"SBIR PHASE II TOPIC AF083-230 PENETRATION MATERIAL WASTE REDUCTION AND PROCESS IMPROVEMENT","LTKJJZTDMKP4",NA,787026918,"ASPIRE SOLUTIONS INC","ASPIRE SOLUTIONS",336413
2000,"5700","5700","GR14","","Aircraft",NA,"AC66","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"798611331",9006878,1184126,"","",9700,"F3361500C2015",1,375000,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT)","Services","PAMS","PAMS","PAMS",NA,NA,"Air Force","Small",576470.196615353,2000-01-01,"",NA,NA,798611331,"SCIENTIFIC MONITORING, INC.","SCIENTIFIC MONITORING",NA
2018,"5700","5700","FA8100","F3YCAE","Aircraft",NA,"AZ11","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"787026918",92548707,1372919,"","",9700,"FA811712C0028",1,0,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/#/award/CONT_AWD_FA811712C0028_9700_-NONE-_-NONE-/",NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2018-01-01,"IGF::OT::IGF SBIR CONTRACT AWARD","LTKJJZTDMKP4",NA,787026918,"ASPIRE SOLUTIONS INC","ASPIRE SOLUTIONS",541712
2002,"5700","5700","GR06","","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"794958835",9840447,1184119,"","",9700,"F3361500C2007",1,49926,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",73614.727375983,2002-01-01,"",NA,NA,794958835,"TAITECH INC","TAITECH",541710
2002,"5700","5700","GR14","","Aircraft",NA,"AC16","A1B","Full Competition (Multiple Offers)","Two Offers","Firm Fixed Price","SR1","Small","PHYSICAL SCIENCES","082602590",3952563,1185245,"","",9700,"F3361502M2243",1,99938,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)","Services","PAMS","PAMS","PAMS",NA,NA,"Air Force","Small",147356.259754456,2002-01-01,"","LG6KZKAGNLR6",NA,73800062,"RESEARCH SUPPORT INSTRUMENTS,","RESEARCH SUPPORT INSTRUMENTS",541710
2014,"5700","9700","FA8650","HQ0287","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","10-24 Offers","Cost Plus Fixed Fee","SR2","Large: Big 6 (Small Subsidiary)","NORTHROP GRUMMAN","178154456",40316444,1420925,"","",9700,"FA865010C2047",1,0,97,"0400","",NA,"",NA,NA,NA,"Research, Development, Test and Evaluation, Defense-wide","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Big Five",0,2014-01-01,"SBIR II - DELIVERY DATE EXTENSION",NA,NA,178154456,"PRECISION COMBUSTION, INC.","PRECISION COMBUSTION",541712
2016,"5700","5700","FA8650","F4FRQH","Aircraft",NA,"AC12","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR3","Small",NA,"969308311",60792275,61826096,"","",9700,"FA865015C2513",1,155000,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",171802.57096296,2016-01-01,"IGF::OT::IGF SBIR III NUMERICAL ANALYSIS FOR SCRAMJET COLD STARTS:ADDWORK",NA,NA,969308311,"TETRA RESEARCH CORPORATION","TETRA RESEARCH",541712
2012,"5700","5700","FA8650","F4FBEY","Aircraft",NA,"AD92","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"929950012",3385640,1421527,"","",9700,"FA865011C2190",1,363422,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","OTHER DEFENSE (APPLIED/EXPLORATORY)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",419897.778873482,2012-01-01,"SBIR II FUNDING: SUBGRID SCALE COMBUSTION MODELING",NA,NA,929950012,"COMBUSTION RESEARCH AND FLOW TECHNOLOGY INC","COMBUSTION RESEARCH & FLOW TECHNOLOGY",541712
